order,year,month,date,season,location,type1,type,tempW,distance,tempA,rainfall,KMnO,pH,Turb,FreeCl,THMs,CHCl3,BDCM,DBCM,CH,DBAN,DCAN,TCAN,HAAs,HANs,address1,Longitude,Latitude
942,2014,12,02/12/14,Winter,YD,1,Tap,10,8,-5.4,0,1.6,7,0.04,0.33,0.008,0.002,0.004,0.002,0,0,0,0,0.003,0,?????? ??????325-3,126.8585336,37.5104904
943,2014,12,02/12/14,Winter,YD,2,Tank,13,8,-5.4,0,1.4,7.1,0.06,0.24,0.011,0.004,0.005,0.002,0.0005,0,0,0,0.004,0,?????? ????905-34,126.87597,37.5316252
945,2014,11,04/11/14,Autumn,GA,0,DWTP,27,0,11.3,0,1.5,6.9,0.05,0.34,0.019,0.013,0.006,0,0.0005,0,0.0005,0,0.004,0.0005,??????????,127.1724669,37.5198224
946,2014,11,04/11/14,Autumn,GA,1,Tap,26.2,5,11.3,0,1.2,6.8,0.05,0.19,0.025,0.018,0.007,0,0.0012,0,0.0008,0,0.005,0.0008,?????? ?????? 136-3,127.1335663,37.4892234
947,2014,11,04/11/14,Autumn,GA,2,Tank,24.9,5,11.3,0,1.1,7,0.06,0.11,0.028,0.019,0.009,0,0.0023,0,0.0013,0,0.006,0.0013,?????? ?????? 145,127.1354467,37.4905974
949,2014,11,04/11/14,Autumn,AS,0,DWTP,26,0,11.3,0,3,7,0.05,0.48,0.022,0.017,0.005,0,0.004,0,0.0039,0,0.021,0.0039,??????????,127.1419079,37.56223559
950,2014,11,04/11/14,Autumn,AS,1,Tap,25.7,20,11.3,0,2.8,7.1,0.06,0.17,0.033,0.026,0.007,0,0.007,0,0.005,0,0.03,0.005,?????? ??????2?? 355-9,126.924531,37.498417
951,2014,11,04/11/14,Autumn,AS,2,Tank,25.3,20,11.3,0,1.9,7.2,0.1,0,0.038,0.029,0.009,0,0.002,0,0.0015,0,0.009,0.0015,?????? ??????2?? 711,126.915451,37.494404
953,2014,10,07/10/14,Autumn,GU,0,DWTP,20.7,0,16.1,0,1.3,7.1,0.05,0.52,0.01,0.006,0.004,0,0.0012,0,0.0013,0,0.007,0.0013,??????????,127.093008,37.544212
954,2014,10,07/10/14,Autumn,GU,1,Tap,21.1,1,16.1,0,0.8,7.2,0.06,0.29,0.015,0.008,0.005,0.002,0.0014,0,0.0009,0,0.005,0.0009,?????? ?????? 248-24,127.1030947,37.5468598
955,2014,10,07/10/14,Autumn,GU,2,Tank,21.9,1,16.1,0,0.7,7.3,0.06,0.2,0.015,0.008,0.005,0.002,0.0018,0,0.0009,0,0.003,0.0009,?????? ?????? 582,127.0995622,37.5431792
957,2014,10,07/10/14,Autumn,DD,0,DWTP,20.5,0,16.1,0,1.1,7,0.06,0.65,0.008,0.005,0.003,0,0.0018,0,0.001,0,0.005,0.001,??????????,127.0419434,37.5402628
958,2014,10,07/10/14,Autumn,DD,1,Tap,21,7,16.1,0,1.4,7.4,0.07,0.15,0.023,0.012,0.008,0.003,0.004,0,0.002,0,0.007,0.002,???? ?????? 372-69,127.0116938,37.5520725
959,2014,10,07/10/14,Autumn,DD,2,Tank,22.4,7,16.1,0,1.3,7.4,0.08,0.14,0.024,0.013,0.008,0.003,0.0048,0,0.0022,0,0.007,0.0022,???? ?????? 372-87,127.0112056,37.5523616
