order,year,month,date,season,location,type1,type,tempW,distance,tempA,rainfall,KMnO,pH,Turb,FreeCl,THMs,CHCl3,BDCM,DBCM,CH,DBAN,DCAN,TCAN,HAAs,HANs,address1,Longitude,Latitude
174,2022,12,20/12/22,Winter,YD,0,DWTP,7.6,0,-3.2,0,1.1,7.2,0.04,0.47,0.02,0.014,0.006,0,0,0,0,0,0.004,0,????????????,126.884068,37.547564
175,2022,12,20/12/22,Winter,YD,1,Tap,12,3.6,-3.2,0,1,7.2,0.04,0.21,0.028,0.019,0.009,0,0.0016,0,0.0007,0,0.007,0.0007,??????????????124,126.8211025,37.5593481
176,2022,12,20/12/22,Winter,YD,2,Tank,11.2,6.9,-3.2,0,1.1,7.2,0.06,0.14,0.031,0.021,0.01,0,0.0022,0,0.0008,0,0.009,0.0008,??????????????105,126.8664767,37.5170481
178,2022,11,01/11/22,Autumn,GA,0,DWTP,16.2,0,13.1,0,1.1,7,0.07,0.44,0.023,0.016,0.007,0,0,0,0,0,0.002,0,??????????,127.1724669,37.5198224
179,2022,11,01/11/22,Autumn,GA,1,Tap,15.8,6,13.1,0,1,6.9,0.08,0.29,0.023,0.016,0.007,0,0.0006,0,0,0,0.003,0,??????????????72??47-8,127.1325811,37.5082064
180,2022,11,01/11/22,Autumn,GA,2,Tank,16.7,5,13.1,0,0.9,7.2,0.07,0.27,0.023,0.015,0.008,0,0.0007,0,0,0,0.004,0,????????????342,127.1398063,37.5055677
182,2022,11,01/11/22,Autumn,AS,0,DWTP,15.5,0,13.1,0,1,7.2,0.08,0.59,0.022,0.016,0.006,0,0,0,0,0,0.002,0,??????????,127.1419079,37.56223559
183,2022,11,01/11/22,Autumn,AS,1,Tap,16.9,20,13.1,0,1,7.1,0.08,0.35,0.026,0.018,0.008,0,0.0007,0,0,0,0.004,0,????????????????94,126.9401698,37.5059274
184,2022,11,01/11/22,Autumn,AS,2,Tank,17.2,17,13.1,0,1.1,7.2,0.1,0.16,0.029,0.02,0.009,0,0.0013,0,0,0,0.003,0,??????????????24??2,126.9530679,37.5122215
186,2022,10,04/10/22,Autumn,GU,0,DWTP,21.1,0,17.9,11.8,0.9,7.1,0.07,0.48,0.031,0.023,0.008,0,0,0,0,0,0,0,??????????,127.093008,37.544212
187,2022,10,04/10/22,Autumn,GU,1,Tap,21.2,18,17.9,11.8,0.6,7.1,0.07,0.25,0.028,0.02,0.008,0,0.0007,0,0,0,0.001,0,??????????????228,127.0878178,37.5736945
188,2022,10,04/10/22,Autumn,GU,2,Tank,21.2,17,17.9,11.8,0.9,7.3,0.16,0.1,0.033,0.021,0.009,0.003,0.0019,0,0.0006,0,0.002,0.0006,??????????????228,127.0878178,37.5736945
190,2022,10,04/10/22,Autumn,DD,0,DWTP,20.5,0,17.9,11.8,0.5,7.2,0.07,0.66,0.03,0.023,0.007,0,0,0,0,0,0,0,??????????,127.0419434,37.5402628
191,2022,10,04/10/22,Autumn,DD,1,Tap,21.5,3.5,17.9,11.8,0.9,7.2,0.14,0.28,0.04,0.027,0.01,0.003,0.0011,0,0,0,0.002,0,??????????????29??37,126.9042398,37.5594152
192,2022,10,04/10/22,Autumn,DD,2,Tank,21,3.5,17.9,11.8,0.9,7.3,0.07,0.12,0.042,0.027,0.011,0.004,0.0024,0,0.0007,0,0.002,0.0007,????????????1??27,126.8993559,37.5572313
194,2022,9,06/09/22,Autumn,GB,0,DWTP,21,0,21,25.3,1.1,6.9,0.06,0.68,0.028,0.022,0.006,0,0,0,0,0,0.001,0,??????????,127.184416,37.594685
195,2022,9,06/09/22,Autumn,GB,1,Tap,21.3,14,21,25.3,0.9,7.1,0.06,0.57,0.031,0.024,0.007,0,0.0005,0,0,0,0.003,0,????????????2??70,127.0272892,37.6066765
196,2022,9,06/09/22,Autumn,GB,2,Tank,22.5,13.9,21,25.3,1.6,7.1,0.05,0.39,0.036,0.027,0.009,0,0.0013,0,0,0,0.005,0,????????????8??80,127.0271592,37.6090477
198,2022,9,06/09/22,Autumn,YD,0,DWTP,22,0,21,25.3,0.6,7.1,0.06,0.7,0.05,0.041,0.009,0,0,0,0,0,0.005,0,????????????,126.884068,37.547564
199,2022,9,06/09/22,Autumn,YD,1,Tap,23.1,1.7,21,25.3,0.7,7.4,0.06,0.47,0.051,0.041,0.01,0,0.0009,0,0,0,0.005,0,??????????????10??13,126.8710739,37.5195788
200,2022,9,06/09/22,Autumn,YD,2,Tank,22.4,1.9,21,25.3,1.2,7.6,0.06,0.19,0.05,0.039,0.011,0,0.0027,0,0.0009,0,0.008,0.0009,????????????20??158,126.8616244,37.4916164
202,2022,8,02/08/22,Summer,GA,0,DWTP,17.2,0,26.8,33.5,1.3,7.3,0.08,0.56,0.045,0.029,0.012,0.004,0.0011,0,0.0007,0,0.004,0.0007,??????????,127.1724669,37.5198224
203,2022,8,02/08/22,Summer,GA,1,Tap,17.7,15,26.8,33.5,0.8,7,0.09,0.35,0.044,0.028,0.012,0.004,0.0016,0,0.0008,0,0.004,0.0008,????????????174,127.1164968,37.5026163
204,2022,8,02/08/22,Summer,GA,2,Tank,16.2,15,26.8,33.5,0.9,7,0.1,0.1,0.051,0.032,0.014,0.005,0.0025,0,0.001,0,0.004,0.001,????????????162,127.1186753,37.5047234
206,2022,8,02/08/22,Summer,AS,0,DWTP,17.5,0,26.8,33.5,1.3,7,0.1,0.65,0.045,0.034,0.011,0,0.0006,0,0.0005,0,0.003,0.0005,??????????,127.1419079,37.56223559
207,2022,8,02/08/22,Summer,AS,1,Tap,16.5,6.4,26.8,33.5,1.2,7,0.09,0.29,0.053,0.035,0.014,0.004,0.0018,0,0.0009,0,0.005,0.0009,????????????26??34,127.0451668,37.4831503
208,2022,8,02/08/22,Summer,AS,2,Tank,16.6,6.8,26.8,33.5,1.4,7.1,0.1,0.16,0.062,0.041,0.016,0.005,0.0029,0,0.0011,0,0.005,0.0011,????????????2??60,127.0277188,37.4641351
210,2022,7,05/07/22,Summer,GU,0,DWTP,22,0,29.2,0,2.2,6.7,0.08,0.48,0.023,0.017,0.006,0,0,0,0,0,0.002,0,??????????,127.093008,37.544212
211,2022,7,05/07/22,Summer,GU,1,Tap,22.1,11,29.2,0,1.8,7,0.08,0.17,0.031,0.023,0.008,0,0.0017,0,0,0,0.004,0,??????????????5??28,127.0507801,37.6325094
212,2022,7,05/07/22,Summer,GU,2,Tank,23.9,11,29.2,0,1.7,7.2,0.11,0.1,0.033,0.024,0.009,0,0.0028,0,0.0007,0,0.004,0.0007,??????????????2????26,127.0573512,37.6303027
214,2022,7,05/07/22,Summer,DD,0,DWTP,21.7,0,29.2,0,0.9,6.9,0.08,0.62,0.027,0.02,0.007,0,0,0,0,0,0.001,0,??????????,127.0419434,37.5402628
215,2022,7,05/07/22,Summer,DD,1,Tap,25.5,1.5,29.2,0,0.7,7,0.08,0.17,0.03,0.022,0.008,0,0.0021,0,0.0006,0,0.005,0.0006,????????????265-313,127.0290532,37.5527279
216,2022,7,05/07/22,Summer,DD,2,Tank,23.2,1.4,29.2,0,0.9,7,0.12,0.1,0.031,0.022,0.009,0,0.0026,0,0.0008,0,0.004,0.0008,????????????14,127.0357607,37.5637175
218,2022,6,07/06/22,Summer,GB,0,DWTP,24.9,0,20.6,0,1.3,7.1,0.08,0.52,0.017,0.011,0.006,0,0,0,0,0,0.001,0,??????????,127.184416,37.594685
219,2022,6,07/06/22,Summer,GB,1,Tap,21.1,23,20.6,0,1.3,7,0.08,0.21,0.031,0.016,0.011,0.004,0.0015,0,0.0006,0,0.003,0.0006,??????????????179,126.9267774,37.6007599
220,2022,6,07/06/22,Summer,GB,2,Tank,22.1,23,20.6,0,1,7.2,0.08,0.1,0.03,0.014,0.011,0.005,0.0022,0,0.0007,0,0.003,0.0007,??????????????4??16,126.9248841,37.5942391
222,2022,6,07/06/22,Summer,YD,0,DWTP,22.9,0,20.6,0,1.3,7,0.08,0.64,0.031,0.022,0.009,0,0,0,0,0,0.002,0,????????????,126.884068,37.547564
223,2022,6,07/06/22,Summer,YD,1,Tap,21.8,5.1,20.6,0,1.5,7,0.09,0.32,0.044,0.025,0.014,0.005,0.0013,0,0.0006,0,0.004,0.0006,????????????335,126.8405038,37.5692343
224,2022,6,07/06/22,Summer,YD,2,Tank,22.9,6.5,20.6,0,1.8,7.1,0.08,0.25,0.043,0.024,0.014,0.005,0.0013,0,0.0006,0,0.004,0.0006,??????????????2????5,126.808953,37.5603655
226,2022,5,03/05/22,Spring,GA,0,DWTP,17.2,0,14.8,0,1.6,7.3,0.07,0.41,0.027,0.014,0.009,0.004,0.0005,0.0006,0,0,0.002,0.0006,??????????,127.1724669,37.5198224
227,2022,5,03/05/22,Spring,GA,1,Tap,17.7,12,14.8,0,1.3,7.4,0.07,0.33,0.027,0.013,0.009,0.005,0.0007,0.0005,0,0,0.003,0.0005,????????????11??36,127.1046433,37.5036149
228,2022,5,03/05/22,Spring,GA,2,Tank,16.2,12,14.8,0,1.5,7.5,0.08,0.17,0.032,0.014,0.011,0.006,0.0017,0.0007,0.0006,0,0.004,0.0013,????????????????22??39,127.0886063,37.5002554
230,2022,5,03/05/22,Spring,AS,0,DWTP,17.5,0,14.8,0,1.4,7,0.07,0.48,0.028,0.016,0.009,0.003,0,0,0,0,0.002,0,??????????,127.1419079,37.56223559
231,2022,5,03/05/22,Spring,AS,1,Tap,16.5,21.2,14.8,0,1.3,7.3,0.08,0.42,0.033,0.017,0.011,0.005,0.001,0.0005,0.0006,0,0.004,0.0011,????????????????16??41,126.9164772,37.4950192
232,2022,5,03/05/22,Spring,AS,2,Tank,16.6,21.5,14.8,0,1.2,7.5,0.08,0.2,0.035,0.018,0.012,0.005,0.0013,0.0005,0.0006,0,0.004,0.0011,????????????????10??38,126.9136621,37.494331
234,2022,4,05/04/22,Spring,GU,0,DWTP,10.9,0,10.3,0,0.9,7.2,0.06,0.38,0.024,0.015,0.009,0,0,0,0,0,0.001,0,??????????,127.093008,37.544212
235,2022,4,05/04/22,Spring,GU,1,Tap,11.5,2.5,10.3,0,0.7,7.1,0.09,0.29,0.02,0.012,0.008,0,0.0008,0.0005,0,0,0.002,0.0005,????????????686-52,127.0878682,37.532014
236,2022,4,05/04/22,Spring,GU,2,Tank,12.4,0.5,10.3,0,0.6,7,0.1,0.25,0.023,0.012,0.008,0.003,0.0009,0,0,0,0.002,0,??????????????56??29,127.0976212,37.5373973
238,2022,4,05/04/22,Spring,DD,0,DWTP,10.6,0,10.3,0,0.9,7.1,0.07,0.45,0.02,0.013,0.007,0,0,0,0,0,0,0,??????????,127.0419434,37.5402628
239,2022,4,05/04/22,Spring,DD,1,Tap,12.2,6.5,10.3,0,0.8,7,0.07,0.25,0.027,0.015,0.009,0.003,0.0008,0,0,0,0.002,0,??????????????47,126.8914903,37.56351811
240,2022,4,05/04/22,Spring,DD,2,Tank,11.6,6.3,10.3,0,1.1,7,0.17,0.15,0.028,0.016,0.009,0.003,0.0011,0,0,0,0.003,0,??????????????265,126.9994142,37.5855417
242,2022,3,08/03/22,Spring,GB,0,DWTP,7.6,0,6,0,1,7.1,0.07,0.43,0.011,0.006,0.005,0,0,0,0,0,0.003,0,??????????,127.184416,37.594685
243,2022,3,08/03/22,Spring,GB,1,Tap,5.4,26,6,0,0.6,7.1,0.06,0.25,0.019,0.008,0.007,0.004,0.0014,0,0.0007,0,0.005,0.0007,????????????????352-3,126.9357784,37.5812208
244,2022,3,08/03/22,Spring,GB,2,Tank,6.8,26,6,0,1.3,7.3,0.07,0.23,0.02,0.008,0.008,0.004,0.0018,0.0005,0.0007,0,0.006,0.0012,????????????????319,126.9325623,37.5799145
246,2022,3,08/03/22,Spring,YD,0,DWTP,7.8,0,6,0,0.8,7.2,0.07,0.47,0.011,0.006,0.005,0,0.0006,0,0,0,0.004,0,????????????,126.884068,37.547564
247,2022,3,08/03/22,Spring,YD,1,Tap,6.3,7.4,6,0,1.2,7.2,0.05,0.39,0.022,0.01,0.008,0.004,0.002,0.0005,0.0007,0,0.008,0.0012,????????????3??47-5,126.8538368,37.4859938
248,2022,3,08/03/22,Spring,YD,2,Tank,7.4,8.5,6,0,1.7,7.3,0.06,0.14,0.024,0.011,0.009,0.004,0.002,0,0.0009,0,0.01,0.0009,????????????29,126.8381965,37.4803587
250,2022,2,08/02/22,Winter,GA,0,DWTP,4,0,-0.1,0,0.4,7.3,0.08,0.38,0.013,0.007,0.006,0,0,0,0,0,0.004,0,??????????,127.1724669,37.5198224
251,2022,2,08/02/22,Winter,GA,1,Tap,3.9,12,-0.1,0,0,7.3,0.07,0.35,0.013,0.007,0.006,0,0,0,0,0,0.004,0,?????? ??????51?? 20,127.1416736,37.4968362
252,2022,2,08/02/22,Winter,GA,2,Tank,5.6,12,-0.1,0,0.7,7.4,0.07,0.15,0.013,0.008,0.005,0,0.0011,0,0,0,0.005,0,?????? ?????? 8??8,127.1445265,37.4909346
254,2022,2,08/02/22,Winter,AS,0,DWTP,2.9,0,-0.1,0,0.5,7.1,0.08,0.41,0.011,0.006,0.005,0,0,0,0,0,0.004,0,??????????,127.1419079,37.56223559
255,2022,2,08/02/22,Winter,AS,1,Tap,4.5,11.7,-0.1,0,0.7,7.3,0.08,0.29,0.012,0.006,0.006,0,0.001,0,0,0,0.006,0,?????? ?????? 653,127.0544261,37.4826691
256,2022,2,08/02/22,Winter,AS,2,Tank,6.8,10.4,-0.1,0,0.5,7.3,0.08,0.23,0.017,0.007,0.007,0.003,0.0013,0,0,0,0.007,0,?????? ?????? 204-25,127.1038056,37.4732225
258,2022,1,04/01/22,Winter,GU,0,DWTP,2.5,0,-2.5,0,1.3,7.1,0.06,0.36,0.016,0.009,0.007,0,0,0,0,0,0.004,0,??????????,127.093008,37.544212
259,2022,1,04/01/22,Winter,GU,1,Tap,6.2,2.3,-2.5,0,1.3,7.1,0.05,0.22,0.018,0.008,0.007,0.003,0.0005,0,0,0,0.005,0,?????? ??????43?? 13,127.0695645,37.554604
260,2022,1,04/01/22,Winter,GU,2,Tank,6.7,2.2,-2.5,0,1.3,7.3,0.07,0.16,0.018,0.007,0.007,0.004,0.0006,0,0,0,0.005,0,?????? ?????? 263,127.0708953,37.5559984
262,2022,1,04/01/22,Winter,DD,0,DWTP,2.3,0,-2.5,0,1.3,7.3,0.05,0.35,0.014,0.008,0.006,0,0,0,0,0,0.004,0,??????????,127.0419434,37.5402628
263,2022,1,04/01/22,Winter,DD,1,Tap,8.1,6,-2.5,0,1.1,7.1,0.05,0.3,0.019,0.009,0.007,0.003,0,0,0,0,0.004,0,???? ????????14?? 27-4,126.9782916,37.5629718
264,2022,1,04/01/22,Winter,DD,2,Tank,8.6,6,-2.5,0,1.9,7.2,0.05,0.11,0.029,0.012,0.011,0.006,0.0012,0,0,0,0.005,0,???? ????????16?? 26,126.9783627,37.5631469
266,2021,12,07/12/21,Winter,GB,0,DWTP,10.2,0,6.8,0,1.7,7.3,0.06,0.52,0.012,0.007,0.005,0,0,0,0,0,0.003,0,??????????,127.184416,37.594685
267,2021,12,07/12/21,Winter,GB,1,Tap,9.9,23,6.8,0,1.3,7.4,0.07,0.24,0.022,0.01,0.008,0.004,0.0011,0,0.0006,0,0.005,0.0006,?????? ?????? 96-3,126.9267774,37.6007599
268,2021,12,07/12/21,Winter,GB,2,Tank,9.1,23,6.8,0,1.3,7.5,0.07,0.22,0.019,0.008,0.007,0.004,0.0013,0,0.0007,0,0.006,0.0007,?????? ?????? 669-1,126.9234226,37.5865747
270,2021,12,07/12/21,Winter,YD,0,DWTP,7.4,0,6.8,0,1.7,7.3,0.06,0.46,0.013,0.008,0.005,0,0.0006,0,0,0,0.005,0,????????????,126.884068,37.547564
271,2021,12,07/12/21,Winter,YD,1,Tap,9.1,15.7,6.8,0,1.4,7.4,0.06,0.3,0.015,0.009,0.006,0,0.001,0,0.0005,0,0.006,0.0005,?????? ?????? 1265,126.8305096,37.4942358
272,2021,12,07/12/21,Winter,YD,2,Tank,11.9,9.2,6.8,0,1.8,7.2,0.09,0.22,0.017,0.01,0.007,0,0.0016,0,0.0007,0,0.007,0.0007,?????? ???????? 301,126.8691758,37.5191344
274,2021,11,02/11/21,Autumn,GA,0,DWTP,16.2,0,11.5,0,0.8,7,0.06,0.4,0.025,0.017,0.008,0,0,0,0,0,0.001,0,??????????,127.1724669,37.5198224
275,2021,11,02/11/21,Autumn,GA,1,Tap,16.2,3,11.5,0,0.7,7.2,0.19,0.32,0.035,0.021,0.01,0.004,0,0,0,0,0.002,0,?????? ?????? 437-11,127.1432602,37.5128048
276,2021,11,02/11/21,Autumn,GA,2,Tank,16.7,4.4,11.5,0,0.9,7.1,0.06,0.28,0.035,0.021,0.01,0.004,0,0,0,0,0.002,0,?????? ?????? 114-1,127.1245317,37.5317116
278,2021,11,02/11/21,Autumn,AS,0,DWTP,14,0,11.5,0,1,7.1,0.06,0.58,0.026,0.018,0.008,0,0,0,0,0,0.002,0,??????????,127.1419079,37.56223559
279,2021,11,02/11/21,Autumn,AS,1,Tap,16.3,1.3,11.5,0,2.1,7.1,0.06,0.35,0.035,0.02,0.011,0.004,0.0008,0,0,0,0.004,0,?????? ?????????? 151,126.9399958,37.5111721
280,2021,11,02/11/21,Autumn,AS,2,Tank,20,1.9,11.5,0,0.9,7.4,0.13,0.07,0.047,0.026,0.015,0.006,0.0024,0,0.0006,0,0.003,0.0006,?????? ???????? 74,126.9331254,37.5127025
282,2021,10,05/10/21,Autumn,GU,0,DWTP,22.8,0,23.6,0,2,7.1,0.07,0.48,0.031,0.023,0.008,0,0,0,0,0,0.003,0,??????????,127.093008,37.544212
283,2021,10,05/10/21,Autumn,GU,1,Tap,23.5,10.8,23.6,0,2,7.2,0.07,0.21,0.035,0.025,0.01,0,0.0012,0,0,0,0.005,0,?????? ?????? 200,127.0265002,37.6265292
284,2021,10,05/10/21,Autumn,GU,2,Tank,23,11.3,23.6,0,1.9,7.1,0.08,0.23,0.033,0.024,0.009,0,0.0016,0,0.0006,0,0.005,0.0006,?????? ?????? 160-1,127.0317068,37.6348903
286,2021,10,05/10/21,Autumn,DD,0,DWTP,22.3,0,23.6,0,2,7.1,0.06,0.61,0.029,0.022,0.007,0,0,0,0,0,0.003,0,??????????,127.0419434,37.5402628
287,2021,10,05/10/21,Autumn,DD,1,Tap,23.6,2.5,23.6,0,2,7.2,0.07,0.32,0.032,0.023,0.009,0,0.0012,0,0,0,0.004,0,?????? ??????2?? 510-2,127.0195019,37.5520121
288,2021,10,05/10/21,Autumn,DD,2,Tank,22.5,2.7,23.6,0,1.8,7.2,0.08,0.1,0.033,0.023,0.01,0,0.0018,0,0,0,0.004,0,?????? ?????? 24,127.01566,37.5467435
290,2021,9,07/09/21,Autumn,GB,0,DWTP,21.6,0,19.6,29.6,1.1,6.9,0.06,0.65,0.04,0.032,0.008,0,0,0,0,0,0.003,0,??????????,127.184416,37.594685
291,2021,9,07/09/21,Autumn,GB,1,Tap,18.8,15,19.6,29.6,1.3,7,0.06,0.34,0.048,0.038,0.01,0,0.0016,0,0.0006,0,0.007,0.0006,?????????? ?????? ?????? 394,127.0263391,37.6033943
292,2021,9,07/09/21,Autumn,GB,2,Tank,17.9,15,19.6,29.6,0.8,7,0.07,0.23,0.048,0.038,0.01,0,0.0014,0,0.0006,0,0.005,0.0006,?????? ?????? 74,127.0207104,37.6096851
294,2021,9,07/09/21,Autumn,YD,0,DWTP,19.4,0,19.6,29.6,1.3,6.9,0.08,0.69,0.047,0.039,0.008,0,0,0,0,0,0.003,0,????????????,126.884068,37.547564
295,2021,9,07/09/21,Autumn,YD,1,Tap,18.3,4.7,19.6,29.6,1.3,7,0.07,0.28,0.05,0.039,0.011,0,0.0014,0,0.0006,0,0.009,0.0006,?????? ???????? 10?? 16-7,126.8715265,37.5189616
296,2021,9,07/09/21,Autumn,YD,2,Tank,18.5,7.4,19.6,29.6,1.3,7,0.07,0.11,0.042,0.032,0.01,0,0.0029,0,0.001,0,0.01,0.001,?????? ??????28?? 29,126.8213263,37.5718189
298,2021,8,03/08/21,Summer,GA,0,DWTP,29,0,28,0,0.5,7.3,0.12,0.54,0.033,0.025,0.008,0,0.0009,0,0,0,0.005,0,??????????,127.1724669,37.5198224
299,2021,8,03/08/21,Summer,GA,1,Tap,28.5,4.3,28,0,0.5,7.2,0.11,0.25,0.044,0.03,0.011,0.003,0.0015,0,0.0006,0,0.005,0.0006,?????? ?????? 51,127.1248662,37.5367566
300,2021,8,03/08/21,Summer,GA,2,Tank,29.7,4.4,28,0,0.6,7,0.11,0.1,0.045,0.029,0.012,0.004,0.002,0,0.0007,0,0.005,0.0007,?????? ?????? 128,127.1259881,37.5307601
302,2021,8,03/08/21,Summer,AS,0,DWTP,28.1,0,28,0,0.9,6.9,0.09,0.65,0.033,0.025,0.008,0,0.0005,0,0,0,0.003,0,??????????,127.1419079,37.56223559
303,2021,8,03/08/21,Summer,AS,1,Tap,29,9,28,0,1.3,7.3,0.08,0.49,0.037,0.027,0.01,0,0.0009,0,0.0005,0,0.005,0.0005,?????? ?????? 951-2,127.0619326,37.5068072
304,2021,8,03/08/21,Summer,AS,2,Tank,28.8,12,28,0,0.8,7.4,0.09,0.28,0.041,0.027,0.011,0.003,0.002,0,0.0008,0,0.004,0.0008,?????? ?????? 1312-3,127.021441,37.5000124
306,2021,7,06/07/21,Summer,GU,0,DWTP,22.9,0,25.3,0,1.4,7.1,0.06,0.6,0.028,0.021,0.007,0,0,0,0,0,0.002,0,??????????,127.093008,37.544212
307,2021,7,06/07/21,Summer,GU,1,Tap,24.8,11,25.3,0,1.1,7.4,0.07,0.1,0.029,0.021,0.008,0,0.0018,0,0.0005,0,0.003,0.0005,?????? ??????50???? 25,127.0292178,37.6238714
308,2021,7,06/07/21,Summer,GU,2,Tank,23,11,25.3,0,1.5,7.2,0.05,0.21,0.03,0.022,0.008,0,0.0008,0,0,0,0.003,0,?????? ??????31?? 51,127.0378057,37.6305856
310,2021,7,06/07/21,Summer,DD,0,DWTP,22.4,0,25.3,0,1.8,6.9,0.06,0.59,0.032,0.025,0.007,0,0,0,0,0,0,0,??????????,127.0419434,37.5402628
311,2021,7,06/07/21,Summer,DD,1,Tap,23.5,2.5,25.3,0,1.2,7.1,0.06,0.29,0.033,0.025,0.008,0,0.0014,0,0,0,0.002,0,?????? ??????2?? 500-16,127.0191664,37.5525145
312,2021,7,06/07/21,Summer,DD,2,Tank,22.4,2.1,25.3,0,1.2,7.2,0.05,0.12,0.03,0.022,0.008,0,0.0031,0,0.0008,0,0.003,0.0008,?????? ???????? 272,127.0196834,37.5459724
314,2021,6,01/06/21,Summer,GB,0,DWTP,21.6,0,20.2,3.2,0.8,7,0.05,0.47,0.025,0.02,0.005,0,0,0,0,0,0.003,0,??????????,127.184416,37.594685
315,2021,6,01/06/21,Summer,GB,1,Tap,18.8,26,20.2,3.2,1.1,7.1,0.05,0.36,0.029,0.022,0.007,0,0.0011,0,0.0006,0,0.005,0.0006,???????? ?????????? 86,126.9476134,37.5980636
316,2021,6,01/06/21,Summer,GB,2,Tank,17.9,29,20.2,3.2,1.1,7,0.07,0.2,0.029,0.022,0.007,0,0.0021,0,0.0009,0,0.005,0.0009,???????? ?????????? 149,126.9482479,37.6037058
318,2021,6,01/06/21,Summer,YD,0,DWTP,19.4,0,20.2,3.2,1.5,7,0.07,0.5,0.027,0.02,0.007,0,0,0,0,0,0.003,0,????????????,126.884068,37.547564
319,2021,6,01/06/21,Summer,YD,1,Tap,18.3,18.3,20.2,3.2,1.5,7.1,0.09,0.39,0.035,0.026,0.009,0,0.0012,0,0.0007,0,0.006,0.0007,?????? ??????1???? 28,126.8538447,37.4858593
320,2021,6,01/06/21,Summer,YD,2,Tank,18.5,14,20.2,3.2,1.3,7,0.08,0.37,0.039,0.029,0.01,0,0.0011,0,0.0006,0,0.005,0.0006,?????? ??????1???? 28,126.8538447,37.4858593
322,2021,5,04/05/21,Spring,GA,0,DWTP,15.9,0,13.8,19.6,1.6,7.3,0.04,0.35,0.017,0.013,0.004,0,0.0008,0,0,0,0.001,0,??????????,127.1724669,37.5198224
323,2021,5,04/05/21,Spring,GA,1,Tap,17,4,13.8,19.6,1.3,7.2,0.05,0.23,0.019,0.014,0.005,0,0.0012,0,0,0,0.002,0,?????? ??????23?? 23,127.1342738,37.5017206
324,2021,5,04/05/21,Spring,GA,2,Tank,15.6,4,13.8,19.6,1.6,7.1,0.05,0.21,0.017,0.013,0.004,0,0.0008,0,0,0,0.001,0,?????? ??????24?? 6,127.1369054,37.4992569
326,2021,5,04/05/21,Spring,AS,0,DWTP,16.2,0,13.8,19.6,1.6,7,0.05,0.48,0.021,0.016,0.005,0,0.0006,0,0,0,0.001,0,??????????,127.1419079,37.56223559
327,2021,5,04/05/21,Spring,AS,1,Tap,16.2,19,13.8,19.6,1.6,7.2,0.05,0.3,0.025,0.018,0.007,0,0.0015,0,0.0005,0,0.003,0.0005,?????? ??????27?? 44,126.9414865,37.4993682
328,2021,5,04/05/21,Spring,AS,2,Tank,16.1,19,13.8,19.6,1.6,7.2,0.06,0.11,0.025,0.018,0.007,0,0.0022,0,0.001,0,0.003,0.001,?????? ?????????? 26,126.9427035,37.5007515
330,2021,4,06/04/21,Spring,GU,0,DWTP,13,0,13.9,0,1.3,7,0.05,0.34,0.021,0.016,0.005,0,0,0,0,0,0,0,??????????,127.093008,37.544212
331,2021,4,06/04/21,Spring,GU,1,Tap,13.5,0.5,13.9,0,1.3,7.1,0.09,0.21,0.022,0.016,0.006,0,0.0015,0,0.0009,0,0.004,0.0009,?????? ???????? 502,127.097272,37.5413438
332,2021,4,06/04/21,Spring,GU,2,Tank,13.1,0.6,13.9,0,1.6,7.1,0.06,0.23,0.022,0.016,0.006,0,0.0015,0,0.001,0,0.004,0.001,?????? ???????? 522,127.0996713,37.5419395
334,2021,4,06/04/21,Spring,DD,0,DWTP,12.8,0,13.9,0,1.9,7,0.05,0.52,0.021,0.016,0.005,0,0,0,0,0,0,0,??????????,127.0419434,37.5402628
335,2021,4,06/04/21,Spring,DD,1,Tap,12.6,5,13.9,0,1.6,7.1,0.05,0.25,0.022,0.017,0.005,0,0.0014,0,0.001,0,0.003,0.001,?????? ?????? 88,127.0155657,37.5780124
336,2021,4,06/04/21,Spring,DD,2,Tank,13.3,5,13.9,0,1.3,7.3,0.05,0.16,0.022,0.016,0.006,0,0.002,0,0.0011,0,0.004,0.0011,?????? ?????? 87,127.0146963,37.5779924
338,2021,3,02/03/21,Spring,GB,0,DWTP,5,0,2.3,0.1,1.9,7.1,0.07,0.41,0.005,0.005,0,0,0.0009,0,0,0,0.006,0,??????????,127.184416,37.594685
339,2021,3,02/03/21,Spring,GB,1,Tap,6.4,27,2.3,0.1,1.6,7.2,0.07,0.37,0.007,0.007,0,0,0.0018,0,0.0007,0,0.008,0.0007,?????? ??????15?? 10,126.9320651,37.6103316
340,2021,3,02/03/21,Spring,GB,2,Tank,7,27,2.3,0.1,2.2,7.2,0.09,0.3,0.01,0.007,0.003,0,0.0021,0,0.0008,0,0.009,0.0008,?????? ??????2?? 33,126.9370097,37.6126463
342,2021,3,02/03/21,Spring,YD,0,DWTP,4.8,0,2.3,0.1,2.2,7.2,0.04,0.49,0.013,0.009,0.004,0,0.001,0,0,0,0.011,0,????????????,126.884068,37.547564
343,2021,3,02/03/21,Spring,YD,1,Tap,7.7,5.3,2.3,0.1,2.2,7.2,0.07,0.31,0.014,0.01,0.004,0,0.0018,0,0.0006,0,0.008,0.0006,?????? ?????? 88-1,126.8714697,37.5205339
344,2021,3,02/03/21,Spring,YD,2,Tank,8.2,4.6,2.3,0.1,2.5,7.4,0.09,0.27,0.013,0.009,0.004,0,0.0017,0,0.0007,0,0.009,0.0007,?????? ?????? 1296,126.8721607,37.5216472
